"replicate_id","living_size","total_size","seed","speciation","extinction"
85,150,1392,185,0.983386634516208,0.804649958329204
86,50,225,186,1.03432919934357,0.807481766337184
86,100,502,186,1.03103441439429,0.652400645197148
86,150,1359,186,0.983262803363996,0.714799033373508
87,50,321,187,1.0255472928362,0.829839596893435
87,100,496,187,1.07031626583331,0.76682600260815
87,150,688,187,1.06031119179767,0.663666427043321
88,50,236,188,1.02312875790215,0.583406008721227
88,100,799,188,0.964378530831929,0.745308839834693
88,150,948,188,1.04191719642592,0.742779618456139
89,50,374,189,1.03770607558829,0.739777428870075
89,100,517,189,1.0078384500111,0.72850388156845
89,150,1226,189,1.01911083329941,0.760753624004377
90,50,478,190,1.00518190937023,0.812012356614068
90,100,774,190,1.0215483153279,0.750850504616338
90,150,771,190,1.0385272993492,0.681989349456581
91,50,196,191,1.1284857325875,0.881998572794182
91,100,742,191,1.03962222542216,0.82924151142096
91,150,892,191,1.04959474657472,0.570220395917123
92,50,277,192,1.13201126363625,0.696470402541352
92,100,862,192,1.00705653691404,0.695500723197488
92,150,969,192,1.00684180677827,0.735953630969801
93,50,499,193,1.00858623633726,0.772484975000488
93,100,575,193,1.03573862280861,0.766349551412309
93,150,1026,193,1.02748038413702,0.808393413318577
94,50,139,194,1.22249331992482,0.771717831194503
94,100,662,194,1.04093682672915,0.715857334584029
94,150,1135,194,1.01214797907665,0.788591666088916
95,50,157,195,1.12121141777514,0.569095624223103
95,100,547,195,1.02833896310946,0.522662430433351
95,150,1227,195,0.992274618942338,0.745182353082381
96,50,462,196,0.982774261256099,0.735321469952991
96,100,515,196,1.03653003948413,0.452022981639101
96,150,1442,196,1.00735556508811,0.799389878314853
97,50,237,197,1.08082635603489,0.605945585827857
97,100,604,197,1.04538292744075,0.731261959457545
97,150,1135,197,1.03109216792754,0.742030086507521
98,50,186,198,1.02741226664457,0.669836286452275
98,100,358,198,1.06296006440255,0.561372316930174
98,150,867,198,1.02439504805081,0.762815785470408
99,50,416,199,0.953676547830702,0.759746509894291
99,100,584,199,1.08321360886102,0.701228866889646
99,150,1348,199,0.996465508616509,0.897334708558373
100,50,187,200,1.1660572005192,0.763407390412983
